species_id,names,bwg_name,domain,kingdom,phylum,subphylum,class,subclass,ord,subord,family,subfamily,tribe,genus,species,subspecies,functional_group,predation,realm,micro_macro,barcode,taxon_level,taxon_name,taxon_number,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RM1,RM2,RM3,RM4,RM5,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,CP1,CP2,CP3,BF1,BF2,BF3,BF4
4636,Culex (Microculex) albipes,Diptera.463,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,Culex_(Microculex) albipes,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_albipes,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4641,Culex (Microculex) carioca,Diptera.464,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,Culex_(Microculex) carioca,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_carioca,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4646,Culex (Microculex) neglectus,Diptera.467,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,Culex_(Microculex) neglectus,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_neglectus,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4651,Culex (Microculex) hedys;Culex sp. G,Diptera.373,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,Culex_(Microculex) hedys,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_hedys,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4656,Culex sp. H,Diptera.374,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4661,Culex sp. I,Diptera.375,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4666,Culex sp. J,Diptera.383,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4671,Pupa Culicidae,Diptera.486,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,NA,NA,NA,NA,NA,filter.feeder,prey,aquatic,macro,NA,family,Culicidae,9,1,3,3,0,0,2,2,1,0,2,3,3,2,0,3,0,0,0,1,2,0,0,3,0,1,0,2,2,1,2,1,1,0,3,0,3,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,1,1,0,0,3,0
4676,Anopheles bellator,Diptera.10,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,Anopheles,Anopheles_bellator,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Anopheles_bellator,13,3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0
4686,Limatus durhami,Diptera.163,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Limatus,Limatus_durhami,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Limatus_durhami,13,2,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4691,Phoniomyia edwardsi,Diptera.197,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_(Phoniomyia) edwardsi,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_edwardsi,13,3,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4696,Phoniomyia mulhensi,Diptera.198,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_(Phoniomyia) mulhensi,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_mulhensi,13,3,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4701,Phoniomyia spp.,Diptera.199,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Wyeomyia,12,2,3,3,0,0,2,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4706,Phoniomyia theobaldi,Diptera.200,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_(Phoniomyia) theobaldi,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_theobaldi,13,3,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4711,Wyeomyia spp.,Diptera.307,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Wyeomyia,12,2,3,3,0,0,2,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4716,Culex (Microculex) sp. L;Culex crimped setae (new),Diptera.350,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4721,Aedes albopictus,Diptera.6,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Aedes,Aedes_albopictus,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Aedes_albopictus,13,0,3,3,0,0,3,0,0,0,1,3,3,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4726,Culex (Microculex) Gr. Pleuristriatus spp.,Diptera.91,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4731,Culex (Microculex) sp. D;Culicidae sp. D,Diptera.92,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4741,Haemagogus,Diptera.158,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Haemagogus,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Haemagogus,12,1,3,3,0,0,0,3,0,0,1,3,2,3,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,3,0,0,3,0,3,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4746,Culex sp,Diptera.99,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4751,Anopheles kompii;Anopheles sp A;Anopheles sp B;Culicidae sp E,Diptera.11,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,Anopheles,Anopheles_kompii,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Anopheles_kompii,13,3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0
4756,Anopheles neivai;Anopheles sp C,Diptera.12,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,Anopheles,Anopheles_neivai,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Anopheles_neivai,13,3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0
4761,Culicidae sp G;Orthopodomyia phyllozoa+kummi;Orthopodomyia sp,Diptera.192,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Orthopodomyia,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Orthopodomyia,12,2,3,3,0,0,0,3,0,0,2,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4766,Toxorhynchites sp;Toxorhynchites superbus or theobaldi sp,Diptera.282,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4771,Culicidae sp A2;Wyeomyia abebela,Diptera.296,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_abebela,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_abebela,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4776,Culicidae sp A3;Wyeomyia circumcincta,Diptera.297,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_circumcincta,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_circumcincta,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4781,Culicidae sp A;Culicidae sp C;Culicidae sp C2;Wyeomyia melanopus,Diptera.298,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_melanopus,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_melanopus,13,2,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4786,Wyeomyia sp;Wyeomyia sp A,Diptera.316,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Wyeomyia,12,2,3,3,0,0,2,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4791,Elmidae sp. B,Coleoptera.14,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Elmidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA,family,Elmidae,9,3,3,0,3,0,0,0,3,0,1,2,3,2,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,1,1,0,3,0,3,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0
4796,Wyeomyia pseudopecten,Diptera.317,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_pseudopecten,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_pseudopecten,13,2,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4801,Culex daumastocampa;Culicidae sp D1,Diptera.96,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,Culex_daumastocampa,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_daumastocampa,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4806,Culex jenningsi;Culicidae sp D2;Culicidae sp D3?,Diptera.97,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,Culex_jenningsi,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_jenningsi,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4811,Culex rejector;Culicidae sp F,Diptera.98,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,Culex_rejector,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_rejector,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4816,Wyeomyia greyii,Diptera.304,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_greyii,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_greyii,13,2,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4821,Culex sp1,Diptera.107,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4826,Culex sp2,Diptera.108,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4831,Culex sp4,Diptera.109,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4836,Culex spp.,Diptera.110,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4841,Anophelinae,Diptera.14,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,NA,NA,NA,filter.feeder,prey,aquatic,macro,NA,subfamily,Anophelinae,10,3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0
4846,Elmidae sp. A,Coleoptera.57,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Elmidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA,family,Elmidae,9,3,3,0,3,0,0,0,3,0,1,2,3,2,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,1,1,0,3,0,3,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0
4851,Toxorhynchites purpureus,Diptera.281,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,Toxorhynchites_purpureus,NA,engulfer,predator,aquatic,macro,NA,species_name,Toxorhynchites_purpureus,13,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4856,Toxorhynchites sp.,Diptera.283,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4861,Toxorhynchites sp1,Diptera.285,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4866,Toxorhynchites sp2,Diptera.286,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4871,Toxorhynchites sp3,Diptera.287,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4876,Toxorhynchites trichopygus,Diptera.288,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,Toxorhynchites_trichopygus,NA,engulfer,predator,aquatic,macro,NA,species_name,Toxorhynchites_trichopygus,13,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4881,Toxorynchites,Diptera.289,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
4886,Wyeomyia,Diptera.295,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Wyeomyia,12,2,3,3,0,0,2,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4891,Wyeomyia splendida,Diptera.299,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_splendida,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_splendida,13,2,3,3,0,0,1,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4896,Wyeomyia aphobema,Diptera.302,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,Wyeomyia_aphobema,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_aphobema,13,2,3,3,0,0,1,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
